Company;Position;Rate;ApplicationDate;Status;StatusDate;Comment;Link
Mango Chamba LLC; ASP.NET Developer (Blazor); 40-55/hr; 3/23/26;Open; 3/23/26;; https://www.indeed.com/viewjob?jk=bf902dbc3a19d25d&tk=1jkd8e6uhpqmf801&from=jobi2a&advn=4957794188523296&adid=459104468&ad=-6NYlbfkN0CDASWRAaq_m7X7Fp9EF1LBLSouwGW8o-Rc0xVZg1IM-fZvJ37mde63_YpIls11DMPjEvjewqNzEP3nCMby5bZTLHw1U0LEVnI5dMg6mE_2uvgwBOGzJGo25UTq6G7Tne3T6d9lybv9ha2ziQCAYTLcdR-LZVhjFiVPhXuZ77sG5yqigP5Zk1ta7OC2-OKBNGDRkryZK-el5FOZiuN1d6XPDEEnps3vxMfZ9EBRz3oNTMQk0ksvhxpS29diNxxCUReHV6iPmvhDLGEwRn19_O6PUgARejQA9z3IXEh6kuvqSAdfDWAn6LNFHFvPosHv7C6ZZM8ZjryDnGhBMRQvzH_4mRUQY0d-jLJljmGv94AIE-LwXgaarPGbubGRxgUYAy-WPc2p4QCKmOMG30dBwPaO6NP7VDStIMpIaLpxtaGOdCsYXlzBrHYK0myz_LjW0scA_gk-Mubg23VRuAS5-p4JM0ve6U6adGNL37NPZQHlgFCcdLa0fawbyDZ71y8qouGCfPXO3kQEYE4TCIOo9QUzkLcc2b_EA8GbtwYhDhiRP-Q4Tm3GVd7uEiZYIbeJMQ2dixgrul0WCtvaNkse9U1xgYFz-4h0aoV3pFjNuNS-zkj8bQW14jQg&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-US_email&camk=UoKtGZLa3XKGf5V2Zu80ZA%3D%3D&jrtk=5-cmh1-1-1jkd8e63giako805-bf902dbc3a19d25d&xkcb=SoDS6_M3lNY3Py73oh0QbzkdCdPP&xpse=SoBJ6_I3lNd_Klyxdx0PbzkdCdPP&xfps=9c53313e-6c59-4b8c-bdfe-503b71e51c66
Akkodis Group Nordics; Software Development Engineer; 55-90/hr; 3/23/26;Open; 3/23/26;; https://jobright.ai/jobs/info/69bfe2702c312363dcd29c59?utm_source=1121&imp_id=3673496432511879909__instant_push__1774237737766_403&utm_medium=email
Friday Harbor; Backend Software Engineer; 130-160k; 3/23/26;Open; 3/23/26;; https://jobright.ai/jobs/info/69c07fce79e36d3a847ccf8f?utm_source=1121&imp_id=3673496432511879909__instant_push__1774223641189_2352&utm_medium=email
Experis; Senior Developer; ; 3/23/26;Open; 3/23/26;; https://www.linkedin.com/jobs/view/4386106521/?trackingId=wwF%2FzWyeJ9yEk%2BqQ4%2FPkCA%3D%3D&refId=bMMVB%2BDUGzqTehDfE1q5Mg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3izjhw2Ihkdsc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4386106521_ssid_14583149772_fmid_mw6pip~mn2eqf8a~ou&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4386106521_ssid_14583149772_fmid_mw6pip~mn2eqf8a~ou-null-mw6pip~mn2eqf8a~ou-null-null&eid=mw6pip-mn2eqf8a-ou&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjY4ZGNkZDI0OTllYWU4ZTY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiNGYzYzE1ZWJkY2VjYjZhYTE3NzQyOTQ1NDAyOGRlODBiMzc1MGU3ZTViY2QzOWQsMSwx
BeatStars; Lead Back-End Engineer; 192-249k; 3/23/26;Open; 3/23/26;; https://www.glassdoor.com/job-listing/lead-back-end-engineer-beatstars-JV_KO0,22_KE23,32.htm?jl=1010073005393&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos1-age1d-1010073005393&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-b3658bee3cd23628&cs=1_27088964&s=224&t=JA&pos=101&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010073005393&ea=1&vt=e&cb=1774220660923&ctt=1774269461917&srs=EMAIL_JOB_ALERT&gdir=1
Orca Intelligence; .Net Developer; 100/hr; 3/23/26;Open; 3/23/26;; https://www.glassdoor.com/job-listing/net-developer-orca-intelligence-JV_KO0,13_KE14,31.htm?jl=1010073425283&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos2-age1d-1010073425283&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-351259dd4d0bc4b3&cs=1_6b42e7fc&s=224&t=JA&pos=102&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010073425283&ea=1&vt=e&cb=1774220660923&ctt=1774269467099&srs=EMAIL_JOB_ALERT&gdir=1
Blue Mountain Quality Resources; Remote Software Engineer; 62-100k; 3/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/remote-software-engineer-blue-mountain-quality-resources-JV_IC1153370_KO0,24_KE25,56.htm?jl=1010070150314&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age4d-1010070150314&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-48feb114b0a03c8b&cs=1_3cde0a06&s=224&t=JA&pos=107&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010070150314&ea=1&vt=e&cb=1774220660923&ctt=1774269489597&srs=EMAIL_JOB_ALERT&gdir=1
Hyatt; Senior Product Engineer (Remote Opportunity); 115-145k; 3/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/senior-product-engineer-remote-opportunity-hyatt-corporate-office-JV_IC1128808_KO0,42_KE43,65.htm?jl=1010072846690&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-age2d-1010072846690&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbsljsr2es6000-2bed15d2d90e0d1d&cs=1_c4f76f18&s=224&t=JA&pos=110&ja=388890994&guid=0000019d17a3119b9dc13b49a0279c79&jobListingId=1010072846690&vt=e&cb=1774220660921&ctt=1774269508249&srs=EMAIL_JOB_ALERT&gdir=1
mPulse Mobile; Software Engineer; 138-147k; 3/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/software-engineer-mpulse-mobile-JV_KO0,17_KE18,31.htm?jl=1010069196895&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos7-age4d-1010069196895&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbk7hrmgb2n801-f8c665c0ea5ebab3&cs=1_f3568d92&s=224&t=JA&pos=107&ja=380629936&guid=0000019d16fe5997bef55fa9e923d4d4&jobListingId=1010069196895&vt=e&cb=1774211811472&ctt=1774269864203&srs=EMAIL_JOB_ALERT&gdir=1
Mastercraft Boat Company; Software Developer; ; 3/23/26;Open; 3/23/26;; https://www.linkedin.com/jobs/view/4388392835/?trackingId=cCD%2FTNVIvPT4C88V0LjPEA%3D%3D&refId=D8RIeqOc%2FrqT0jPkhsE%2FKQ%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2wAeuArO-QbYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4388392835_ssid_14999231100_fmid_mw6pip~mn0zakgt~j1&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4388392835_ssid_14999231100_fmid_mw6pip~mn0zakgt~j1-null-mw6pip~mn0zakgt~j1-null-null&eid=mw6pip-mn0zakgt-j1&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjU4Y2M4ZDg0ODk4YWQ4YzYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkMWMwODA2ZWYyZDk4NDJhYjhlMmJkMjdiYTg5OTE1ODRkYTJlYjE3NzM5MWYzMzIsMSwx
Corpay; Cobol Developer; 115-130k; 3/23/26;Open; 3/23/26;; https://jobright.ai/jobs/info/69c171bf79e36d3a847e22b5?utm_source=1121&imp_id=3673496432511879909__instant_push__1774286840808_8430&utm_medium=email
Bechtel Corporation; Senior Automation Engineer (291813); ; 3/23/26;Open; 3/23/26;; https://www.linkedin.com/jobs/view/4385780103/?trackingId=Ps5tXwHP8resDcoNLqTsLg%3D%3D&refId=9cyliDTGHuYmI6EYHiNkBw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=14wXhOPYXIcYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4385780103_ssid_14999231100_fmid_mw6pip~mn21vh1q~3k&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4385780103_ssid_14999231100_fmid_mw6pip~mn21vh1q~3k-null-mw6pip~mn21vh1q~3k-null-null&eid=mw6pip-mn21vh1q-3k&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjY4ZmNmZDY0OTlkYTg4ZTZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlYmYwODE2MDg2ZjFhMDE3NDM5NjBhNTAxYmJmMWEzZDkzM2FjMjliZThhYTk0MjEsMSwx
Aerostrat; Sr. Backend Engineer; 140-200k; 2/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/sr-backend-engineer-aerostrat-JV_KO0,19_KE20,29.htm?jl=1010072708805&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos9-age2d-1010072708805&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkbieg7qgqrk800-a749594087d08d5a&cs=1_08d92a5f&s=224&t=JA&pos=109&ja=396299206&guid=0000019d16fe250e9856175e79d73f0d&jobListingId=1010072708805&ea=1&vt=e&cb=1774209942112&ctt=1774276233543&srs=EMAIL_JOB_ALERT&gdir=1
Haystack (Cognizant); Software Engineer (Omni Plus Engineer); ; 6/23/26;Open; 6/23/26;; https://www.linkedin.com/jobs/view/4388291955/?trackingId=aGzGiqe5A33Jo%2F8BIPAfaw%3D%3D&refId=d%2BtwL8EmUw5Mvf3B2aRo8Q%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3EtXaLoAckesc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4388291955_ssid_14583149764_fmid_mw6pip~mn3d0z9y~vh&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4388291955_ssid_14583149764_fmid_mw6pip~mn3d0z9y~vh-null-mw6pip~mn3d0z9y~vh-null-null&eid=mw6pip-mn3d0z9y-vh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjY4N2NlZDg0OTlhYWQ4OTZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiN2I5ZmE0NGEwZGVjMDFmODI5YzAzOWJiMTM5YzkxOTAwMDBhMDI4Y2U0MWZkZWIsMSwx
Pathward; IT Software Engineer Senior; 86-145k; 3/23/26;Open; 3/23/26;; https://www.linkedin.com/jobs/view/4341763857/?trackingId=kbblnJlhdZMyn%2B6Azz%2BvAA%3D%3D&refId=d%2BtwL8EmUw5Mvf3B2aRo8Q%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3EtXaLoAckesc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4341763857_ssid_14583149764_fmid_mw6pip~mn3d0z9y~vh&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4341763857_ssid_14583149764_fmid_mw6pip~mn3d0z9y~vh-null-mw6pip~mn3d0z9y~vh-null-null&eid=mw6pip-mn3d0z9y-vh&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjY4N2NlZDg0OTlhYWQ4OTZjN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThiN2I5ZmE0NGEwZGVjMDFmODI5YzAzOWJiMTM5YzkxOTAwMDBhMDI4Y2U0MWZkZWIsMSwx
Quest Analytics; Senior Software Engineer; ; 6/23/26; Rejected; 4/23/2026;; https://www.glassdoor.com/job-listing/senior-software-engineer-quest-analytics-JV_KO0,24_KE25,40.htm?jl=1010071584999&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos1-age3d-1010071584999&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkdhtujjm211800-b3ce0667df581d3b&cs=1_32b95143&s=224&t=JA&pos=101&ja=378462087&guid=0000019d1b121184b7e64d672aac0b03&jobListingId=1010071584999&vt=e&cb=1774276508625&ctt=1774281308180&srs=EMAIL_JOB_ALERT&gdir=1
Rockwell Automation; Senior Software Engineer, API Framework - Plex; 115-172k; 3/24/26; Rejected; 4/23/2026;; https://jobright.ai/jobs/info/69c29fd994007a2195de9024?utm_source=1121&imp_id=3673496432511879909__instant_push__1774363115986_708&utm_medium=email
Oran Inc.; .Net Developer; 100k; 3/24/26;Open; 3/24/26;; https://jobright.ai/jobs/info/69c1840875f7ff1cd80f98b0?utm_source=1121&imp_id=3673496432511879909__instant_push__1774363115986_3565&utm_medium=email
Credit Connection; Senior Software Engineer; ; 3/24/26;Open; 3/24/26;; https://www.glassdoor.com/job-listing/senior-software-engineer-credit-connection-JV_KO0,24_KE25,42.htm?jl=1010072713000&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos10-age3d-1010072713000&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkg68id4gctc800-4afed32b1c0a4c4c&cs=1_7dbb2c16&s=224&t=JA&pos=110&ja=399775333&guid=0000019d2038650a9d01bc2a9b5ed179&jobListingId=1010072713000&ea=1&vt=e&cb=1774364936857&ctt=1774364999723&srs=EMAIL_JOB_ALERT&gdir=1
AutoFi; Senior BE Software Engineer (Remote); 150-175k; 3/24/26;Open; 3/24/26;; https://www.glassdoor.com/job-listing/senior-be-software-engineer-remote-autofi-JV_KO0,34_KE35,41.htm?jl=1010068167400&utm_source=jobalert&utm_medium=email&utm_content=ja-jobpos8-age6d-1010068167400&utm_campaign=jobAlertAlert&tgt=GD_JOB_VIEW&src=GD_JOB_AD&uido=7A57A36BECDA9E413E76BB41CD0D8A0B&ao=1136043&jrtk=5-yul1-0-1jkejh8g6k3et800-e23cbf6ed42f1ceb&cs=1_1f311e00&s=224&t=JA&pos=108&ja=388890994&guid=0000019d1cc93f8086be2d6d4e5fe9e4&jobListingId=1010068167400&vt=e&cb=1774311744534&ctt=1774365491704&srs=EMAIL_JOB_ALERT&gdir=1
VBA; Software Engineer III; 130-160k; 3/24/26;Open; 3/24/26;; https://jobright.ai/jobs/info/69c1999e75f7ff1cd80fd045?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1774307017159_3717&utm_medium=email
Krasan Consulting Services; Senior .NET API Developer / Integration Architect; ; 3/24/26;Open; 3/24/26;; https://jobright.ai/jobs/info/69c16cb679e36d3a847e1e64?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1774307017159_3717&utm_medium=email
Embrace Software Inc,; Lead Software Engineer \/ Architect (.NET); ; 3/24/26;Open; 3/24/26;; https://jobright.ai/jobs/info/69c0d4de2c312363dcd34f2d?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1774307017159_3717&utm_medium=email
Foley; Senior Software Engineer; ; 3/24/26; Rejected; 4/23/2026;; https://jobright.ai/jobs/info/6943658350bbaf7650554e67?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1774307017159_3717&utm_medium=email
Infostride; Dotnet Developer With C#; ; 3/24/26;Open; 3/24/26;; https://jobright.ai/jobs/info/69c1a66979e36d3a847eaa62?utm_source=1025&imp_id=3673496432511879909__digest_job_alert__1774307017159_3717&utm_medium=email
Mediafly; Senior software Engineer, Professional Services; 120-140k; 3/24/26;Open; 3/24/26;; https://jobright.ai/jobs/info/6986c2568ca8121a3a693034?utm_source=1121&imp_id=3673496432511879909__instant_push__1774303529430_634&utm_medium=email
InstantServe LLC; .NET Developer (31381) ; 49-65/hr; 3/24/26;Open; 3/24/26;;  https://www.ziprecruiter.com/jobs/a/b?lk=jT_gNIOaEei5kCiUq9iiAQ&tsid=111000153
Link Technologies; Senior Software Developer (job id 7600); ; 3/24/26;Open; 3/24/26;; https://www.dice.com/job-detail/f392c265-e05a-48b7-b557-0b5af0ca4987?utm_source=iterable&utm_medium=email&utm_campaign=9685843&utm_content=viewabandon_nowhiring_a&%243p=e_iterable&_branch_match_id=1534279828681668966&_branch_referrer=H4sIAAAAAAAAAzXN2WrEMAwF0K%2FxvGUhjrMUQikzzG8E2VEStd5wnPqt315PYEAv9whd7TH646OqFlJYgvelJvtTcf%2FJmpb7CWeKGEBqvGVwgTayoOcz6Gl%2FXTL%2BxZpnnpRSeXUoZ3L8drJYMALpHFY%2BNqrpRIG1gKIdZF9IIfqilgLWWkE7Dj3jzzOa%2BXBnUMj44%2F2WNd3LDS50muxors4LFRgPtNnMYzeIoeXvhbMRbcz%2BS5hAgl2cna1LOwWy2wy3v4ArhivI4NKBYbrvwRn8BwCvNPEQAQAA
Cleveland Clinic; Senior Software Developer; ; 3/24/26;Open; 3/24/26;; https://www.dice.com/job-detail/e50892e9-4296-4b69-aa73-bf2644d5aac7?utm_source=iterable&utm_medium=email&utm_campaign=9685843&utm_content=viewabandon_nowhiring_a&%243p=e_iterable&_branch_match_id=1534279828681668966&_branch_referrer=H4sIAAAAAAAAAzXN3WrDMAwF4Kdx75IM23GTQRhjo69h5ERN1PkPx5nv9uxzAwXdnE%2FoaMs57u9dt9CMLcTYWvI%2FnYgfjEsRJ9SUMYGxeKkQEq3kweoj2Wl7XjLxyfitTimlPTvm4Gp8BNMsmIFsDdi%2FDSPHsZF8VI00amwArqIxd66kXHqA%2BcrE7chO7%2BFIMzLx%2FXrLuHq6w4UOVx3d2XniDC4Crb7yqIZ%2BkOK1CD6jz9V%2FCQsY8Evw2oeyUSK%2Farj8JbxjOoNJoeyYpq8tBYf%2Fx%2BS0bhABAAA%3D
Marathon Health; Senior Software Engineer (JR106753); ; 3/24/26;Open; 3/24/26;; https://www.linkedin.com/jobs/view/4386138239/?trackingId=VJW14NXNTUTVY%2BYVg6QPJA%3D%3D&refId=qIQzn1buAagmNsMF19tDjw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3fTDeUjaGAfYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4386138239_ssid_15257593108_fmid_mw6pip~mn511hyg~i5&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4386138239_ssid_15257593108_fmid_mw6pip~mn511hyg~i5-null-mw6pip~mn511hyg~i5-null-null&eid=mw6pip-mn511hyg-i5&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjc4N2NmZDc0MDlkYTg4NjZkN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlM2NiZDk0MWE2YzA5NTM3YjJmOTY3Nzg5ZDJlY2YyOTg1ZGEyNWU0MWZkOThkYmYsMSwx
Elegant Enterprise Wide Solutions, Inc.; Senior Application Programmer - Remote Role; ; 3/24/26;Open; 3/24/26;; https://www.linkedin.com/jobs/view/4388992646/?trackingId=KUty30yoMdtz7IpaDY9Q4A%3D%3D&refId=qIQzn1buAagmNsMF19tDjw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3fTDeUjaGAfYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4388992646_ssid_15257593108_fmid_mw6pip~mn511hyg~i5&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4388992646_ssid_15257593108_fmid_mw6pip~mn511hyg~i5-null-mw6pip~mn511hyg~i5-null-null&eid=mw6pip-mn511hyg-i5&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjc4N2NmZDc0MDlkYTg4NjZkN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlM2NiZDk0MWE2YzA5NTM3YjJmOTY3Nzg5ZDJlY2YyOTg1ZGEyNWU0MWZkOThkYmYsMSwx
ServiceCentral Technologies, Inc.; Modern Software Developer; ; 3/24/26;Open; 3/24/26;; https://www.linkedin.com/jobs/view/4379280149/?trackingId=coB5a3Rj1XN3th5lWyJxxg%3D%3D&refId=rkBTk%2BXTFf3p6d9B%2BI3rJw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=2jA-pEU5UJfYc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4379280149_ssid_14583149772_fmid_mw6pip~mn4wr62f~4y&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_4_jobid_4379280149_ssid_14583149772_fmid_mw6pip~mn4wr62f~4y-null-mw6pip~mn4wr62f~4y-null-null&eid=mw6pip-mn4wr62f-4y&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjc4OGNhZDU0NTk4YWU4OTYzN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkM2NmODY0ZWEwYWQ5ZDY4NzAxMGU1NGNkODhhNDFkMTBhNTJiMTRhYzcwYTM3ZTAsMSwx
United Consulting Hub; Software Engineer; ; 3/24/26;Open; 3/24/26;; https://www.linkedin.com/jobs/view/4389228334/?trackingId=Z9ZjUll%2F0Lwvjjud1P2LjA%3D%3D&refId=5%2B95bnu%2Fl%2FT%2BPsLLvmemHw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0vCB6tnYCRfIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4389228334_ssid_15257593100_fmid_mw6pip~mn4sguth~4e&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_1_jobid_4389228334_ssid_15257593100_fmid_mw6pip~mn4sguth~4e-null-mw6pip~mn4sguth~4e-null-null&eid=mw6pip-mn4sguth-4e&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjc4OWM5ZDM0NDliYTg4ODZmN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlZWRiYzM3NGE3ZjhiMTBkNmQyZTgxODYxNGRlY2UwNGY4MmI4NDJkNGNlYTYxZWMsMSwx
S4 Analytics LLC; Software Engineer - Medical Devices; ; 3/24/26;Open; 3/24/26;; https://www.linkedin.com/jobs/view/4389215385/?trackingId=FZk4xD5tOrCUY8H3oOzneg%3D%3D&refId=5%2B95bnu%2Fl%2FT%2BPsLLvmemHw%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=0vCB6tnYCRfIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4389215385_ssid_15257593100_fmid_mw6pip~mn4sguth~4e&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_2_jobid_4389215385_ssid_15257593100_fmid_mw6pip~mn4sguth~4e-null-mw6pip~mn4sguth~4e-null-null&eid=mw6pip-mn4sguth-4e&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjc4OWM5ZDM0NDliYTg4ODZmN2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThlZWRiYzM3NGE3ZjhiMTBkNmQyZTgxODYxNGRlY2UwNGY4MmI4NDJkNGNlYTYxZWMsMSwx
Resmed; Senior Software Engineer; ; 3/26/26; Rejected; 4/26/2026;; https://www.linkedin.com/jobs/view/4390612969/?trackingId=%2BJ2P3ak%2Fyun9q4azMB8EVg%3D%3D&refId=ThIVlU2Qjpie6qPqySJDMg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3ecntz6IFIiIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4390612969_ssid_15257593108_fmid_mw6pip~mn7rmvfe~dp&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_0_jobid_4390612969_ssid_15257593108_fmid_mw6pip~mn7rmvfe~dp-null-mw6pip~mn7rmvfe~dp-null-null&eid=mw6pip-mn7rmvfe-dp&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjE4YmM5ZDI0ODk4YWQ4ODY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkNmRlYzgwNmFmZjZiNTEwMmEyOTU5YjVmODgzYzRmZDNjN2VmYTBjNmFhMzEyMWQsMSwx
Maximus; Senior Software Developer; 100-165k; 6/26/26; Rejected; 6/1/26;; https://www.linkedin.com/jobs/view/4390641616/?trackingId=5uV9UgF%2BdVQ4WtPDw3Chqw%3D%3D&refId=ThIVlU2Qjpie6qPqySJDMg%3D%3D&midToken=AQE_3XQkBAKpjA&midSig=3ecntz6IFIiIc1&trk=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4390641616_ssid_15257593108_fmid_mw6pip~mn7rmvfe~dp&trkEmail=eml-email_job_alert_digest_01-primary_job_list-0-jobcard_body_5_jobid_4390641616_ssid_15257593108_fmid_mw6pip~mn7rmvfe~dp-null-mw6pip~mn7rmvfe~dp-null-null&eid=mw6pip-mn7rmvfe-dp&otpToken=MTMwNjE2ZTQxMTJmY2ZjMWJkMmQwZmViNDExOWUzYjE4YmM5ZDI0ODk4YWQ4ODY4N2JkYTAyNmU0ODVlNTlmMGZlZDRkY2ViMThkNmRlYzgwNmFmZjZiNTEwMmEyOTU5YjVmODgzYzRmZDNjN2VmYTBjNmFhMzEyMWQsMSwx
Janea Systems; Senior Backend Engineer - .NET/C#; ;6/26/26; Rejected; 4/26/2026;; https://job-boards.greenhouse.io/embed/job_app?for=janeasystems&token=4425996004&utm_source=jobright
ACI Infotech; .Net Developer; 50-65/hr; 6/26/26;Open; 6/26/26;; https://www.ziprecruiter.com/jobs/a/b?lk=qZMBNXd1r1yBGfol_g8KSQ&tsid=111000153
Recruit XL; C# Developer - POS experience; 130-135k; 6/26/26;Open; 6/26/26;; https://www.ziprecruiter.com/jobs/a/b?lk=cwhU4HPw0bMEYUe-QKtU4w&tsid=111000153
Enterprise Recruiting Company; Senior C#/.Net Core Full Stack Engineer; 130-150k; 3/26/26;Open; 3/26/26;; https://www.ziprecruiter.com/jobs/a/b?lk=uPfUoP5o-au0HfZ7o73u_w&tsid=111000153
